Iterations,fitness,chromosome
3290,-106.76389893908478,[-1.58, -3.13]
3300,-106.76389893908478,[-1.58, -3.13]
3310,-106.76389893908478,[-1.58, -3.13]
3320,-106.76389893908478,[-1.58, -3.13]
3330,-106.76389893908478,[-1.58, -3.13]
3340,-106.76389893908478,[-1.58, -3.13]
3350,-106.76389893908478,[-1.58, -3.13]
3360,-106.76389893908478,[-1.58, -3.13]
3370,-106.76389893908478,[-1.58, -3.13]
3380,-106.76389893908478,[-1.58, -3.13]
3390,-106.76389893908478,[-1.58, -3.13]
3400,-106.76389893908478,[-1.58, -3.13]
3410,-106.76389893908478,[-1.58, -3.13]
3420,-106.76389893908478,[-1.58, -3.13]
3430,-106.76389893908478,[-1.58, -3.13]
3440,-106.76389893908478,[-1.58, -3.13]
3450,-106.76389893908478,[-1.58, -3.13]
3460,-106.76389893908478,[-1.58, -3.13]
3470,-106.76389893908478,[-1.58, -3.13]
3480,-106.76389893908478,[-1.58, -3.13]
3490,-106.76389893908478,[-1.58, -3.13]
3500,-106.76389893908478,[-1.58, -3.13]
3510,-106.76389893908478,[-1.58, -3.13]
3520,-106.76389893908478,[-1.58, -3.13]
3530,-106.76389893908478,[-1.58, -3.13]
3540,-106.76389893908478,[-1.58, -3.13]
3550,-106.76389893908478,[-1.58, -3.13]
3560,-106.76389893908478,[-1.58, -3.13]
3570,-106.76389893908478,[-1.58, -3.13]
3580,-106.76389893908478,[-1.58, -3.13]
3590,-106.76389893908478,[-1.58, -3.13]
3600,-106.76389893908478,[-1.58, -3.13]
3610,-106.76389893908478,[-1.58, -3.13]
3620,-106.76389893908478,[-1.58, -3.13]
3630,-106.76389893908478,[-1.58, -3.13]
3640,-106.76389893908478,[-1.58, -3.13]
3650,-106.76389893908478,[-1.58, -3.13]
3660,-106.76389893908478,[-1.58, -3.13]
3670,-106.76389893908478,[-1.58, -3.13]
3680,-106.76389893908478,[-1.58, -3.13]
3690,-106.76389893908478,[-1.58, -3.13]
3700,-106.76389893908478,[-1.58, -3.13]
3710,-106.76389893908478,[-1.58, -3.13]
3720,-106.76389893908478,[-1.58, -3.13]
3730,-106.76389893908478,[-1.58, -3.13]
3740,-106.76389893908478,[-1.58, -3.13]
3750,-106.76389893908478,[-1.58, -3.13]
3760,-106.76389893908478,[-1.58, -3.13]
3770,-106.76389893908478,[-1.58, -3.13]
3780,-106.76389893908478,[-1.58, -3.13]
3790,-106.76389893908478,[-1.58, -3.13]
3800,-106.76389893908478,[-1.58, -3.13]
3810,-106.76389893908478,[-1.58, -3.13]
3820,-106.76389893908478,[-1.58, -3.13]
3830,-106.76389893908478,[-1.58, -3.13]
3840,-106.76389893908478,[-1.58, -3.13]
3850,-106.76389893908478,[-1.58, -3.13]
3860,-106.76389893908478,[-1.58, -3.13]
3870,-106.76389893908478,[-1.58, -3.13]
3880,-106.76389893908478,[-1.58, -3.13]
3890,-106.76389893908478,[-1.58, -3.13]
3900,-106.76389893908478,[-1.58, -3.13]
3910,-106.76389893908478,[-1.58, -3.13]
3920,-106.76389893908478,[-1.58, -3.13]
3930,-106.76389893908478,[-1.58, -3.13]
3940,-106.76389893908478,[-1.58, -3.13]
3950,-106.76389893908478,[-1.58, -3.13]
3960,-106.76389893908478,[-1.58, -3.13]
3970,-106.76389893908478,[-1.58, -3.13]
3980,-106.76389893908478,[-1.58, -3.13]
3990,-106.76389893908478,[-1.58, -3.13]
4000,-106.76389893908478,[-1.58, -3.13]
4010,-106.76389893908478,[-1.58, -3.13]
4020,-106.76389893908478,[-1.58, -3.13]
4030,-106.76389893908478,[-1.58, -3.13]
